0.52973,0.69369,0.80541,0.85225,0.8991,0.93333,0.95676,0.95676,0.95676,1
0.1791,0.47612,0.68507,0.75821,0.83731,0.91642,0.98358,0.98507,0.98507,1
0.080958,0.26112,0.51881,0.62942,0.76739,0.89054,0.99202,0.99544,0.99544,1
0.030769,0.12154,0.31385,0.53231,0.71385,0.85692,0.98769,0.99385,0.99385,1
0.016988,0.08607,0.23443,0.38505,0.61382,0.7701,0.97282,0.99773,0.99887,1
0.0092282,0.050336,0.13171,0.20134,0.34899,0.60487,0.96309,1,1,1
0.0036343,0.017053,0.041655,0.07045,0.11714,0.22561,0.84596,0.99916,0.99916,1
0.001022,0.0017885,0.0066428,0.011242,0.019162,0.040112,0.16607,0.99642,1,1
0,0,0,0,0,0,0.041667,0.33333,1,1
0.17476,0.26214,0.29126,0.32039,0.34951,0.39806,0.42718,0.42718,0.42718,1
