0.68482,0.7998,0.84216,0.85729,0.88099,0.89511,0.91074,0.91225,0.91377,1
0.24315,0.61729,0.77055,0.83476,0.90839,0.95291,0.9786,0.98116,0.98202,1
0.092292,0.31643,0.60345,0.72312,0.85193,0.92191,0.99087,0.99594,0.99797,1
0.067851,0.20355,0.36995,0.58805,0.77706,0.89822,0.99354,0.99515,0.99515,1
0.024558,0.099214,0.23969,0.34185,0.63163,0.80452,0.9833,0.99607,0.99804,1
0.01167,0.047576,0.13196,0.1921,0.33034,0.65081,0.96948,0.9982,0.9991,1
0.0054022,0.018908,0.042317,0.062125,0.10894,0.19988,0.86765,0.9967,0.9997,1
0.00036523,0.0010957,0.0036523,0.0087655,0.01607,0.029584,0.16728,0.98466,1,1
0,0.0042194,0.0084388,0.0084388,0.012658,0.021097,0.059072,0.25738,0.98734,1
0.15213,0.18298,0.19149,0.19894,0.20319,0.21064,0.2117,0.21277,0.21489,1
