0.67948,0.79293,0.86113,0.88283,0.90391,0.91754,0.93242,0.93428,0.93428,1
0.23053,0.57158,0.76211,0.83895,0.89579,0.94,0.97684,0.97684,0.97684,1
0.088512,0.28531,0.58569,0.72128,0.83333,0.91149,0.99247,0.99812,0.99906,1
0.050228,0.17656,0.35769,0.57686,0.75038,0.86301,0.98021,0.98935,0.98935,1
0.029979,0.094218,0.23876,0.36081,0.63169,0.81585,0.9818,0.99572,0.99786,1
0.018832,0.043315,0.10829,0.16855,0.33898,0.61488,0.9774,0.99812,0.99906,1
0.004818,0.014186,0.038544,0.054872,0.092345,0.17987,0.85493,0.9992,1,1
0.00031576,0.00094727,0.0047363,0.0082097,0.014525,0.028734,0.17714,0.9959,1,1
0,0.021277,0.021277,0.042553,0.042553,0.06383,0.14894,0.44681,1,1
0.18347,0.22581,0.24395,0.25403,0.26613,0.27218,0.27823,0.28024,0.28427,1
