0.56962,0.65823,0.73734,0.77215,0.79747,0.83228,0.86392,0.86709,0.86709,1
0.23423,0.54505,0.71622,0.78378,0.84685,0.89189,0.96847,0.97748,0.97748,1
0.090551,0.25591,0.49606,0.65354,0.77953,0.87402,0.98425,0.99606,0.99606,1
0.046875,0.15625,0.33333,0.54688,0.6875,0.83333,0.98438,0.99479,0.99479,1
0.036866,0.12442,0.25346,0.35023,0.61751,0.77419,0.96313,0.99078,0.99539,1
0.01634,0.055556,0.12092,0.17974,0.27124,0.52614,0.94118,1,1,1
0.0044994,0.021372,0.059618,0.087739,0.13723,0.23622,0.79303,1,1,1
0.0011514,0.0023028,0.0092113,0.017271,0.027058,0.043754,0.12723,0.99424,1,1
0,0,0,0,0,0.071429,0.071429,0.64286,1,1
0.17486,0.20219,0.21858,0.22404,0.22951,0.23497,0.2459,0.2459,0.2459,1
