0.53505,0.74299,0.84579,0.88084,0.91822,0.94159,0.96028,0.96495,0.96963,1
0.17105,0.50188,0.70301,0.78195,0.8703,0.91165,1,1,1,1
0.073529,0.23856,0.53595,0.66503,0.78758,0.88399,0.9902,0.99673,0.99837,1
0.040512,0.14925,0.32409,0.54584,0.69296,0.85714,0.9936,0.99787,1,1
0.020921,0.087866,0.19805,0.31939,0.56067,0.77545,0.98047,0.99582,0.99861,1
0.0067764,0.031946,0.092933,0.1607,0.31946,0.59148,0.97677,0.99903,1,1
0.0019153,0.01197,0.025377,0.043572,0.081638,0.17477,0.85851,0.99952,0.99976,1
0.00050774,0.0010155,0.0027926,0.0045697,0.0093932,0.02031,0.16959,0.99111,1,1
0.0098039,0.0098039,0.019608,0.019608,0.019608,0.019608,0.068627,0.42157,1,1
0.31429,0.37143,0.37143,0.4,0.42857,0.48571,0.48571,0.48571,0.48571,1
