0.71843,0.83548,0.8871,0.90415,0.92258,0.93641,0.94747,0.94931,0.95069,1
0.25948,0.63353,0.78939,0.8551,0.92165,0.9604,0.98399,0.98821,0.98905,1
0.098375,0.29683,0.61933,0.75535,0.86313,0.92985,0.99145,0.99572,0.99743,1
0.036939,0.14776,0.36675,0.60422,0.78496,0.90633,0.99604,0.99736,0.99736,1
0.021863,0.089354,0.22338,0.34506,0.63118,0.8384,0.98954,0.99905,0.99905,1
0.019402,0.045271,0.10994,0.18027,0.3363,0.64996,0.9806,0.99919,0.99919,1
0.0045847,0.015372,0.036947,0.056365,0.097087,0.19121,0.88026,0.99757,0.99973,1
0.0007716,0.0023148,0.0054012,0.0073302,0.012731,0.02392,0.174,0.9811,0.99961,1
0.015228,0.020305,0.035533,0.040609,0.050761,0.060914,0.06599,0.31472,1,1
0.23404,0.28723,0.31117,0.31383,0.32447,0.32979,0.33511,0.33777,0.33777,1
