0.594,0.7267,0.80411,0.8436,0.86888,0.89415,0.93523,0.93681,0.93681,1
0.19558,0.56122,0.71599,0.80612,0.88265,0.94388,0.98639,0.9898,0.9898,1
0.069552,0.2272,0.51623,0.65224,0.80216,0.89335,0.99382,0.99691,0.99691,1
0.040708,0.14513,0.3292,0.53097,0.72212,0.87434,0.97876,0.99823,0.99823,1
0.032073,0.089347,0.18786,0.31501,0.58648,0.76632,0.9874,0.99771,0.99771,1
0.0056338,0.041315,0.10516,0.18122,0.33991,0.63099,0.96901,0.99906,1,1
0.0032913,0.010422,0.025782,0.050741,0.099287,0.1972,0.84065,0.9989,1,1
0.0014542,0.0031508,0.005332,0.0058168,0.01333,0.025206,0.16142,0.99346,1,1
0.019231,0.019231,0.019231,0.038462,0.057692,0.096154,0.15385,0.61538,1,1
0.2013,0.27273,0.28571,0.2987,0.31818,0.31818,0.33766,0.33766,0.34416,1
