0.56948,0.70027,0.75204,0.77112,0.82289,0.83924,0.87738,0.88283,0.88556,1
0.21166,0.58589,0.7454,0.79448,0.84663,0.90798,0.95706,0.96012,0.96012,1
0.084507,0.26761,0.53873,0.63732,0.78169,0.86972,0.96831,0.98592,0.99296,1
0.055249,0.20442,0.37569,0.52486,0.74033,0.85083,0.96133,0.98343,0.98343,1
0.036667,0.11,0.24,0.35667,0.59667,0.74,0.96,0.99667,0.99667,1
0.0035336,0.04947,0.13428,0.19788,0.30389,0.5689,0.9258,0.99647,1,1
0.0098522,0.022167,0.050493,0.091133,0.15394,0.23645,0.79557,0.99631,1,1
0.0014124,0.0049435,0.0077684,0.009887,0.022599,0.045198,0.14407,0.99082,1,1
0.011236,0.022472,0.033708,0.044944,0.044944,0.044944,0.067416,0.25843,0.97753,1
0.13764,0.16854,0.17978,0.18539,0.19101,0.20225,0.20787,0.20787,0.21348,1
